timestep,N,F,SVEB,VEB
540,0.046501458,0.012418796,0.7416529,0.19942684
541,0.044842776,0.014880083,0.7280079,0.21226925
542,0.050228387,0.01758862,0.7117845,0.22039847
543,0.049372748,0.018820282,0.71739453,0.21441245
544,0.054963127,0.021960486,0.7008863,0.22219007
545,0.06076477,0.025389694,0.6843824,0.22946317
546,0.066740975,0.029099477,0.66794574,0.23621377
547,0.07046604,0.025998484,0.6374272,0.2661083
548,0.06282589,0.026717601,0.64275366,0.26770288
549,0.059300866,0.030631224,0.6310772,0.27899072
550,0.043967627,0.0383953,0.6562649,0.2613721
551,0.03939251,0.03972894,0.63946515,0.2814134
552,0.031943277,0.037491344,0.6499545,0.28061083
553,0.029885994,0.043045014,0.6602269,0.26684213
554,0.033169486,0.049400643,0.6463019,0.27112797
555,0.024197876,0.04242902,0.68209493,0.25127813
556,0.023882046,0.047466964,0.66647524,0.2621758
557,0.019679856,0.057617202,0.6517275,0.27097547
558,0.021031529,0.057039253,0.650014,0.2719152
559,0.018650522,0.06119597,0.6601212,0.2600323
560,0.014040148,0.05382734,0.6879726,0.24415992
561,0.016240528,0.050566975,0.67952347,0.253669
562,0.019673306,0.05571208,0.656019,0.2685956
563,0.023255304,0.055269215,0.6616345,0.25984097
564,0.017067272,0.042864956,0.7343324,0.20573534
565,0.015665442,0.046696827,0.73040086,0.20723683
566,0.013899667,0.04181228,0.75727147,0.18701665
567,0.01703554,0.047901116,0.71503896,0.22002447
568,0.020701742,0.04714532,0.7078723,0.22428067
569,0.019189881,0.038633976,0.7046877,0.23748842
570,0.021787208,0.03782676,0.7220404,0.21834558
571,0.022560386,0.045324255,0.71458477,0.21753052
572,0.021247542,0.045500647,0.7194197,0.21383214
573,0.022409525,0.051396284,0.70055324,0.22564094
574,0.016210528,0.04813188,0.7245954,0.21106221
575,0.018044163,0.05113512,0.69032896,0.24049173
576,0.01757278,0.060850173,0.67864925,0.24292777
577,0.0206921,0.038966574,0.73265934,0.20768203
578,0.019134829,0.036649425,0.71454364,0.22967212
579,0.023075001,0.041160733,0.69054246,0.24522185
580,0.027971162,0.046096124,0.6649844,0.2609483
581,0.022551967,0.039232373,0.72202885,0.21618673
582,0.017409379,0.041087277,0.70056164,0.24094166
583,0.013001244,0.03806108,0.67957366,0.26936406
584,0.017296609,0.04070521,0.6412649,0.3007333
585,0.015642228,0.03937024,0.62497807,0.3200095
586,0.01619368,0.04307548,0.6278014,0.31292933
587,0.02028083,0.042723004,0.625196,0.31180024
588,0.026371712,0.035871424,0.6272988,0.31045803
589,0.035145696,0.03970818,0.61010784,0.31503832
590,0.03825207,0.039462015,0.6097932,0.3124928
591,0.037523117,0.03931467,0.6156284,0.30753374
592,0.030801045,0.035812393,0.5965941,0.33679253
593,0.03164827,0.03587662,0.6028692,0.32960588
594,0.04187663,0.03531591,0.589817,0.33299056
595,0.036385037,0.034395635,0.5821521,0.34706724
596,0.037080538,0.02812403,0.5884942,0.34630123
597,0.054314885,0.020425541,0.6278589,0.29740077
598,0.06458448,0.023396675,0.5995811,0.31243774
599,0.06234979,0.026025675,0.6065717,0.30505285
600,0.067050286,0.030790303,0.5886484,0.31351095
601,0.061075956,0.034466535,0.5895843,0.31487325
602,0.061484512,0.038542926,0.573701,0.32627153
603,0.066501416,0.041180927,0.5904189,0.30189872
604,0.059414078,0.036478724,0.58074075,0.32336643
605,0.060135458,0.03965344,0.571983,0.3282281
606,0.060329385,0.03860844,0.54454935,0.3565128
607,0.06516529,0.035493266,0.5033572,0.3959843
608,0.059406314,0.036772475,0.48266375,0.42115748
609,0.07090032,0.042359907,0.4779546,0.4087852
610,0.08312238,0.04700299,0.46908438,0.4007903
611,0.08587563,0.04015487,0.4878432,0.38612634
612,0.071017854,0.045364905,0.5069668,0.3766504
613,0.072305,0.054501206,0.5034812,0.36971256
614,0.0928024,0.054049384,0.45630178,0.39684644
615,0.1159222,0.058412377,0.4254077,0.40025765
616,0.09874556,0.058612604,0.44127783,0.401364
617,0.09308885,0.057092592,0.45425406,0.39556453
618,0.0903735,0.05025399,0.45747083,0.4019017
619,0.09176581,0.05325922,0.45694903,0.3980259
620,0.09374689,0.05085742,0.46010637,0.3952892
621,0.09513749,0.050121244,0.4536363,0.40110496
622,0.10654892,0.043802425,0.4816589,0.3679898
623,0.10934383,0.048064068,0.46398476,0.3786074
624,0.13859786,0.050335813,0.4370355,0.37403077
625,0.1534662,0.053879187,0.4156965,0.37695813
626,0.1669641,0.047237173,0.439577,0.3462217
627,0.1391824,0.042736884,0.44769338,0.37038738
628,0.21034645,0.03743885,0.40267107,0.34954366
629,0.2181546,0.036630504,0.3623159,0.38289902
630,0.25895616,0.031976905,0.3313217,0.37774515
631,0.20612808,0.036710143,0.3665028,0.39065903
632,0.18018234,0.039185807,0.37671927,0.40391257
633,0.17515565,0.041555773,0.37303886,0.41024974
634,0.14305985,0.038487747,0.36793846,0.45051396
635,0.12357512,0.04184225,0.37927464,0.455308
636,0.14867494,0.04170299,0.34720287,0.4624192
637,0.134565,0.033865854,0.352655,0.47891417
638,0.16421534,0.03554786,0.33171937,0.46851745
639,0.1607574,0.03347192,0.32747275,0.47829786
640,0.14664516,0.033453774,0.3157861,0.504115
641,0.16787945,0.026853709,0.3534401,0.45182663
642,0.1908943,0.029378418,0.33207595,0.4476514
643,0.15587005,0.027927743,0.35466972,0.4615325
644,0.17361197,0.027389672,0.34590164,0.45309666
645,0.17902626,0.028159183,0.34625825,0.44655627
646,0.2001493,0.02324559,0.34068128,0.43592384
647,0.20844561,0.021052297,0.37462142,0.39588073
648,0.20981283,0.018547185,0.395059,0.37658095
649,0.24919699,0.017261062,0.36219758,0.37134442
650,0.2909956,0.017258104,0.3356936,0.35605267
651,0.2885173,0.013067918,0.3468911,0.35152376
652,0.28666824,0.014650495,0.34055614,0.35812518
653,0.29636028,0.016961364,0.33144036,0.355238
654,0.37246442,0.016928962,0.28013554,0.33047104
655,0.38004455,0.019307204,0.28159556,0.31905264
656,0.30489534,0.020943925,0.31971946,0.3544413
657,0.29509392,0.023171991,0.31072098,0.37101308
658,0.33303544,0.017828586,0.26771504,0.38142097
659,0.3469784,0.018706797,0.24367863,0.39063615
660,0.3561313,0.021305846,0.24122165,0.38134125
661,0.32306227,0.021398747,0.2805037,0.37503538
662,0.32289132,0.023082694,0.27905193,0.37497404
663,0.30982378,0.023939328,0.27417824,0.39205867
664,0.31650287,0.024466176,0.2821709,0.37686
665,0.27920806,0.025855688,0.27946502,0.4154712
666,0.3019571,0.020317668,0.26590067,0.41182458
667,0.32050177,0.019929588,0.24343063,0.41613808
668,0.3064979,0.023617906,0.24825177,0.4216324
669,0.34580258,0.020361606,0.22783083,0.406005
670,0.34424144,0.02327266,0.23146583,0.40102005
671,0.34350336,0.026423223,0.23505104,0.39502245
672,0.35744798,0.020743668,0.2595701,0.36223826
673,0.36578524,0.020069646,0.24775453,0.36639068
674,0.35566908,0.016743371,0.2735108,0.35407677
675,0.3240615,0.015291153,0.2633165,0.3973308
676,0.4307703,0.012670189,0.21705262,0.33950695
677,0.4473437,0.013533438,0.20198216,0.3371407
678,0.4406504,0.015811305,0.20682865,0.33670965
679,0.4635363,0.016314661,0.19421588,0.3259332
680,0.3767588,0.015681248,0.2116301,0.39592978
681,0.3827913,0.017489335,0.20555852,0.39416078
682,0.42363054,0.018386794,0.19345963,0.3645231
683,0.4634376,0.015138052,0.16893655,0.35248774
684,0.47146568,0.015211872,0.15765005,0.3556724
685,0.4663203,0.017186856,0.15378495,0.36270788
686,0.49422458,0.013378186,0.14163981,0.35075748
687,0.5221002,0.013212741,0.12757558,0.33711147
688,0.43338484,0.015035891,0.16027425,0.39130503
689,0.37709415,0.018912686,0.17595923,0.4280339
690,0.35680163,0.016725719,0.18714547,0.43932712
691,0.3468484,0.014338103,0.17080203,0.46801138
692,0.32232094,0.016664112,0.1732994,0.48771554
693,0.3173368,0.01780481,0.17968467,0.48517367
694,0.34092453,0.014547413,0.17213038,0.47239766
695,0.40282756,0.013589518,0.15607716,0.42750573
696,0.36708367,0.013656151,0.15654507,0.46271512
697,0.35037953,0.012757251,0.169839,0.4670243
698,0.34876326,0.012940734,0.17751156,0.46078452
699,0.3373379,0.015480599,0.18305835,0.46412313
700,0.32472926,0.012714481,0.16514418,0.4974121
701,0.35870838,0.012672163,0.15130222,0.47731724
702,0.3104555,0.013399623,0.15661868,0.5195261
703,0.3180881,0.012464411,0.15550286,0.5139447
704,0.3538551,0.010711877,0.1470359,0.48839703
705,0.38107213,0.01268917,0.15662265,0.44961604
706,0.4655311,0.012245434,0.13204603,0.3901774
707,0.4616225,0.013238066,0.14596334,0.37917614
708,0.47968903,0.0121858185,0.13499977,0.37312537
709,0.43157002,0.011545219,0.17101678,0.38586792
710,0.4078996,0.012075773,0.17001748,0.41000718
711,0.4227267,0.01243149,0.17623311,0.38860866
712,0.34844095,0.014196575,0.20811683,0.42924562
713,0.3898856,0.012926393,0.17134532,0.42584264
714,0.37629613,0.014543208,0.18193452,0.42722616
715,0.35627615,0.015002959,0.18563107,0.4430898
716,0.41353497,0.013995689,0.16547392,0.4069955
717,0.37867072,0.015284886,0.17649496,0.42954937
718,0.3700771,0.015812427,0.19004357,0.4240669
719,0.36666203,0.01696374,0.19701444,0.41935977
720,0.4057206,0.01356423,0.16637504,0.4143402
721,0.40143785,0.01345661,0.17184427,0.41326132
722,0.41395873,0.014769811,0.1667879,0.40448356
723,0.46412498,0.0152353225,0.15084758,0.369792
724,0.46037537,0.017221585,0.15032804,0.37207496
725,0.45181993,0.018210445,0.15647976,0.37348986
726,0.42766187,0.021578196,0.16601731,0.38474274
727,0.46642122,0.019145073,0.15806776,0.35636598
728,0.502915,0.017188132,0.13257661,0.3473202
729,0.39191577,0.017665923,0.15973212,0.43068612
730,0.42330632,0.014752772,0.15462777,0.40731314
731,0.4236433,0.017006215,0.15800583,0.40134475
732,0.4457269,0.018000439,0.1513859,0.38488674
733,0.41380575,0.02046439,0.17468618,0.3910437
734,0.41268393,0.022718623,0.17373386,0.39086366
735,0.45452082,0.020724202,0.15507595,0.36967903
736,0.47098243,0.01805809,0.14288677,0.36807266
737,0.49519464,0.016884614,0.12675513,0.36116558
738,0.5224521,0.0140902335,0.10961941,0.35383826
739,0.42843089,0.017862305,0.15041608,0.40329078
740,0.3695373,0.019719547,0.17519392,0.43554926
741,0.3511862,0.024144456,0.18808664,0.43658277
742,0.30328488,0.026745787,0.20162262,0.4683467
743,0.31846383,0.02939298,0.21435218,0.43779105
744,0.31373346,0.033187896,0.22975676,0.42332187
745,0.2932222,0.023939284,0.20297275,0.47986576
746,0.28944448,0.026558876,0.19509427,0.48890242
747,0.28649038,0.031090211,0.20192379,0.48049563
748,0.3163649,0.025189301,0.20798485,0.45046094
749,0.33853716,0.028753892,0.20875724,0.42395172
750,0.33427703,0.029382706,0.22533587,0.4110044
751,0.25574806,0.029666994,0.28377336,0.43081158
752,0.3144352,0.028923094,0.25259787,0.40404385
753,0.34322158,0.03045956,0.2359954,0.39032352
754,0.35113946,0.029576091,0.23900658,0.3802779
755,0.30181712,0.026121637,0.23988585,0.43217537
756,0.30068368,0.026080905,0.2301794,0.44305605
757,0.287107,0.023711339,0.2563118,0.43286988
758,0.19273655,0.028552178,0.32597065,0.45274067
759,0.15225093,0.029144857,0.32182178,0.4967824
760,0.12612218,0.030640658,0.35743707,0.48580012
761,0.1481162,0.03048099,0.36895496,0.45244786
762,0.1296972,0.026851108,0.36104965,0.482402
763,0.13586333,0.030373674,0.35979044,0.47397262
764,0.1366684,0.031748552,0.37798333,0.45359975
765,0.14262111,0.035576485,0.3753509,0.44645151
766,0.13276157,0.03534536,0.40644616,0.425447
767,0.14003576,0.040156517,0.39688227,0.42292544
768,0.15385701,0.040230095,0.41713208,0.3887808
769,0.118601784,0.038042963,0.41723865,0.42611665
770,0.116230756,0.033695836,0.43593654,0.41413695
771,0.13786407,0.0320307,0.42769116,0.402414
772,0.12050435,0.036489297,0.47089222,0.37211412
773,0.1225807,0.03439252,0.48598763,0.35703915
774,0.07959308,0.033104137,0.53005,0.35725275
775,0.09160651,0.03582836,0.52539366,0.34717143
776,0.07522944,0.032460745,0.5294901,0.3628196
777,0.07599019,0.033750366,0.53637546,0.35388392
778,0.08928888,0.031653415,0.51546067,0.36359704
779,0.089286104,0.02812108,0.5233438,0.35924897
780,0.110586055,0.028888898,0.51985365,0.3406714
781,0.10159205,0.030752867,0.51031506,0.35734007
782,0.0940791,0.028216425,0.5090083,0.36869615
783,0.10502062,0.025438985,0.48694533,0.38259506
784,0.08444311,0.032051798,0.4929698,0.39053532
785,0.09218554,0.035095446,0.46927795,0.4034411
786,0.089596026,0.034920223,0.45487696,0.42060673
787,0.08231129,0.035706215,0.4654216,0.41656098
788,0.09095367,0.03179653,0.45303226,0.42421755
789,0.09561702,0.029497033,0.44114298,0.43374294
790,0.09047035,0.025342952,0.47070843,0.4134782
791,0.06441584,0.022715943,0.4785847,0.43428352
792,0.068686694,0.023539376,0.462588,0.44518596
793,0.06752821,0.022827387,0.49826536,0.41137907
794,0.06294955,0.02601257,0.50924724,0.40179068
795,0.06583524,0.027812181,0.5283873,0.37796527
796,0.06766863,0.027596062,0.5357647,0.36897066
797,0.07351273,0.03132014,0.5261589,0.36900815
798,0.079083614,0.03310317,0.4803915,0.40742174
799,0.072145335,0.036349162,0.4956987,0.39580682
800,0.06973989,0.04061754,0.46913666,0.42050594
801,0.06577181,0.04242395,0.49474072,0.39706346
802,0.071596384,0.047252133,0.4797831,0.40136844
803,0.056087136,0.04567635,0.48436126,0.41387522
804,0.048124734,0.041455127,0.5133836,0.39703652
805,0.046059277,0.044399064,0.532474,0.37706766
806,0.049018335,0.049854595,0.5188118,0.38231528
807,0.057799444,0.054168034,0.49628007,0.39175242
808,0.048818234,0.042707272,0.5040842,0.40439022
809,0.049595546,0.03886013,0.47530302,0.4362413
810,0.040191304,0.04310497,0.49172896,0.42497477
811,0.04397879,0.043030027,0.48922214,0.4237691
812,0.05067152,0.047036238,0.46604496,0.4362472
813,0.04755529,0.046801582,0.47190252,0.43374056
814,0.039574984,0.04285521,0.51893765,0.39863223
815,0.0352779,0.036583874,0.5178798,0.41025847
816,0.02962198,0.045111813,0.52777666,0.39748952
817,0.03357367,0.042050757,0.47166914,0.4527065
818,0.04506648,0.04897762,0.462116,0.44383988
819,0.044505473,0.05325536,0.4731878,0.42905143
820,0.036888212,0.04986692,0.46393946,0.44930547
821,0.039798383,0.044283643,0.43831336,0.47760454
822,0.044376124,0.04912076,0.43475536,0.47174776
823,0.04467247,0.051133752,0.40578073,0.4984131
824,0.04576245,0.046917107,0.4214388,0.4858816
825,0.032877352,0.049635246,0.44408745,0.4734
826,0.03252379,0.046780575,0.45972592,0.46096966
827,0.041869,0.041290753,0.4409697,0.47587055
828,0.05440729,0.036952868,0.41636556,0.49227422
829,0.05964546,0.036184408,0.448901,0.45526913
830,0.041724056,0.023233186,0.5158527,0.41919002
831,0.04114811,0.022587227,0.5206768,0.4155879
832,0.04961897,0.025910426,0.50559056,0.4188801
833,0.048684653,0.024050958,0.55240065,0.37486377
834,0.04745101,0.024532208,0.53495044,0.39306632
835,0.04941889,0.028983181,0.53006154,0.39153638
836,0.047655866,0.035985332,0.53772354,0.37863517
837,0.04607172,0.031076124,0.56228316,0.36056897
838,0.048051056,0.03283342,0.5493457,0.36976987
839,0.04720373,0.03632669,0.5565923,0.35987726
840,0.05067367,0.031013275,0.6048374,0.31347567
841,0.053388353,0.0317726,0.603947,0.31089208
842,0.058809962,0.035896458,0.59103304,0.3142606
843,0.060265932,0.040264197,0.5673285,0.33214137
844,0.07289552,0.040693726,0.54737455,0.33903623
845,0.07835829,0.03310623,0.5327828,0.35575268
846,0.08072949,0.037603352,0.51820767,0.36345956
847,0.108060926,0.03786023,0.46340984,0.39066905
848,0.12199262,0.029967789,0.4975577,0.35048187
849,0.14397413,0.031663563,0.46753326,0.35682905
850,0.12775151,0.028614227,0.48309058,0.3605437
851,0.11805401,0.029933913,0.50512856,0.3468835
852,0.10794939,0.034095876,0.5013304,0.35662434
853,0.11506248,0.03757168,0.46425086,0.38311502
854,0.12981613,0.03879764,0.42111298,0.41027316
855,0.13797046,0.043280136,0.40469837,0.41405106
856,0.13812092,0.04729451,0.41490027,0.39968434
857,0.10694183,0.04078662,0.40940523,0.44286627
858,0.10060254,0.040509637,0.42373937,0.4351484
859,0.111685865,0.041701674,0.4103834,0.43622905
860,0.1309133,0.04226078,0.37364975,0.45317617
861,0.127398,0.04509391,0.37692073,0.45058745
862,0.13831943,0.04705999,0.35943514,0.4551855
863,0.13384297,0.047896672,0.34309655,0.4751639
864,0.1278887,0.041636948,0.31839257,0.5120818
865,0.12181616,0.039300762,0.34365982,0.49522328
866,0.119231485,0.042908948,0.3220316,0.51582795
867,0.10493547,0.036102146,0.35842103,0.5005414
868,0.102274135,0.028302668,0.40777826,0.46164498
869,0.13339068,0.024712553,0.4134162,0.4284806
870,0.13400915,0.027735714,0.4000049,0.4382502
871,0.11306505,0.028330838,0.40935954,0.44924456
872,0.11533215,0.025202854,0.3857467,0.47371835
873,0.12092545,0.024615454,0.4048225,0.44963652
874,0.1162892,0.024487404,0.36696318,0.4922602
875,0.118048474,0.022322666,0.40185073,0.4577781
876,0.12172752,0.022909423,0.41676316,0.43859988
877,0.102139056,0.0218758,0.4133236,0.46266153
878,0.11511724,0.024638226,0.39989007,0.46035448
879,0.129571,0.024046235,0.39938375,0.44699907
880,0.13490784,0.021375095,0.42383873,0.4198783
881,0.15775383,0.023351992,0.38443276,0.43446147
882,0.12032699,0.019329008,0.39482638,0.46551767
883,0.13204922,0.018741008,0.38508153,0.46412823
884,0.14713192,0.01626166,0.355201,0.48140544
885,0.17977497,0.017730717,0.3332695,0.4692248
886,0.16950239,0.017287144,0.36506358,0.44814694
887,0.18839025,0.01982245,0.35910207,0.4326853
888,0.19085027,0.020970663,0.330218,0.45796105
889,0.22438125,0.017373096,0.27601412,0.48223156
890,0.22228509,0.018437056,0.26324013,0.49603766
891,0.21697149,0.017688727,0.25335622,0.5119836
892,0.18579084,0.02091112,0.27628216,0.5170159
893,0.15833248,0.019575974,0.28502792,0.53706366
894,0.15939637,0.020868506,0.29833347,0.5214017
895,0.17804532,0.022291597,0.2800961,0.519567
896,0.17969191,0.025101386,0.27511096,0.5200957
897,0.20478274,0.02647591,0.25171888,0.5170225
898,0.2170803,0.021380102,0.2196285,0.54191107
899,0.22178592,0.024458218,0.22426163,0.5294942
900,0.2000973,0.023114407,0.24476749,0.5320208
901,0.18848468,0.019082371,0.2686165,0.5238165
902,0.21545011,0.021808608,0.25530866,0.50743264
903,0.23063038,0.02040509,0.28188735,0.46707717
904,0.21589576,0.01890998,0.3033344,0.4618599
905,0.23960745,0.018284746,0.28745508,0.45465276
906,0.24872427,0.017042587,0.3238887,0.41034442
907,0.2711214,0.0147119295,0.34202266,0.37214395
908,0.2507577,0.012470881,0.36609483,0.37067664
909,0.27738515,0.013146895,0.34779152,0.36167645
910,0.2179736,0.010325849,0.4185979,0.3531027
911,0.2148059,0.008948202,0.44394466,0.3323012
912,0.18567272,0.008910873,0.4560055,0.34941086
913,0.20665483,0.010317701,0.4314002,0.3516273
914,0.21816899,0.011047223,0.4317974,0.3389864
915,0.24446654,0.012559429,0.4134478,0.32952616
916,0.28950325,0.013640506,0.37868318,0.31817308
917,0.2797543,0.012645677,0.41266167,0.29493836
918,0.2697854,0.009820196,0.4612769,0.25911757
919,0.31510717,0.009942261,0.4394484,0.23550224
920,0.32511225,0.009543313,0.44176424,0.22358023
921,0.359363,0.008598498,0.398284,0.23375449
922,0.343171,0.009092273,0.4193144,0.22842228
923,0.36882228,0.007987833,0.410715,0.2124749
924,0.4241194,0.006164307,0.37826312,0.1914532
925,0.4733223,0.005647077,0.33787656,0.18315403
926,0.4355132,0.0040138536,0.39393032,0.16654254
927,0.40939602,0.0024915708,0.45036092,0.13775155
928,0.421966,0.0019893947,0.45981684,0.11622778
929,0.382927,0.002323164,0.48924932,0.12550053
930,0.35233864,0.0027898657,0.51616144,0.12871
931,0.38240585,0.0023961577,0.48624572,0.12895237
932,0.3545629,0.0021035196,0.5043484,0.13898516
933,0.37805527,0.0019998376,0.48596942,0.13397548
934,0.35827762,0.0017361231,0.49897838,0.14100789
935,0.31017393,0.0009667801,0.56033444,0.12852475
936,0.32290858,0.00094045914,0.542695,0.13345604
937,0.32393664,0.000936634,0.5384498,0.13667694
938,0.32197055,0.00086521043,0.5418665,0.1352978
939,0.31533465,0.0010080455,0.54842407,0.13523324
940,0.3191586,0.0013530317,0.5357679,0.14372048
941,0.3549635,0.0009923861,0.52145404,0.12259005
942,0.3334009,0.0011643298,0.5201235,0.1453113
943,0.33529338,0.0012472456,0.51673067,0.1467287
944,0.360828,0.0011354025,0.49788746,0.14014913
945,0.30762085,0.0011411818,0.54848474,0.14275317
946,0.21560727,0.00059874443,0.6755123,0.10828167
947,0.22963239,0.00054875156,0.66385305,0.10596578
948,0.2350133,0.0006543359,0.65727013,0.107062265
949,0.2146356,0.00061108853,0.67831165,0.10644173
950,0.21975935,0.0008023822,0.6621564,0.11728181
951,0.2399611,0.00063275034,0.64925265,0.11015354
952,0.2618245,0.00072388834,0.61884457,0.11860711
953,0.2371184,0.0004535142,0.6591904,0.103237666
954,0.19401227,0.00031825047,0.71521086,0.0904586
955,0.2019741,0.0003640201,0.70483404,0.09282783
956,0.183339,0.00034800946,0.7254078,0.09090525
957,0.18305472,0.00042327397,0.7171516,0.09937044
958,0.17128634,0.00042278983,0.7223752,0.10591573
959,0.16806248,0.00047544463,0.7193444,0.11211766
960,0.16537766,0.00041782757,0.72632104,0.10788351
961,0.17045212,0.0003064692,0.72460026,0.10464116
962,0.15559629,0.00034931806,0.73607665,0.10797768
963,0.17180933,0.00030995032,0.7205328,0.107348
964,0.19731288,0.00035673,0.68568957,0.116640836
965,0.15929535,0.00030074193,0.73652524,0.10387864
966,0.1056698,0.00021767117,0.8029432,0.091169305
967,0.09681323,0.00018043736,0.80363894,0.09936744
968,0.09925868,0.00021051202,0.77884185,0.12168889
969,0.11111447,0.00021457805,0.76110566,0.12756532
970,0.14491461,0.00026948206,0.7132891,0.14152674
971,0.17675602,0.00023929606,0.69776547,0.12523913
972,0.16416146,0.0002325121,0.70768565,0.12792037
973,0.13498372,0.0001806949,0.7613256,0.10350995
974,0.12970883,0.0001367221,0.76227045,0.10788403
975,0.110873014,0.00014256146,0.7846339,0.10435053
976,0.098080516,0.00018213679,0.7972327,0.10450476
977,0.11982936,0.00019840592,0.7624257,0.11754659
978,0.10526302,0.0001510178,0.7882005,0.106385484
979,0.109093815,0.00020642937,0.769055,0.121644825
980,0.12301057,0.0001930572,0.76247007,0.11432634
981,0.101085536,0.00019103332,0.7837817,0.114941716
982,0.09431793,0.00022152266,0.7912114,0.11424914
983,0.09882605,0.00028982208,0.76101434,0.13986978
984,0.08846331,0.00029798778,0.7740915,0.13714716
985,0.11388939,0.00038591784,0.74425906,0.14146557
986,0.10681065,0.00026889564,0.71856153,0.17435889
987,0.121440254,0.00034200883,0.6906315,0.18758626
988,0.105567515,0.00037778527,0.7198575,0.17419729
989,0.10265122,0.0003841992,0.72984517,0.16711947
990,0.10156382,0.0004336379,0.71846575,0.17953674
991,0.09059234,0.00032333497,0.7343167,0.17476758
992,0.09928575,0.0003764434,0.7162849,0.18405293
993,0.1038819,0.00039257127,0.72105235,0.17467308
994,0.10374323,0.00043609395,0.7046572,0.19116345
995,0.11594856,0.0004988049,0.71031827,0.17323442
996,0.085805,0.00037402305,0.74971735,0.16410363
997,0.07483269,0.00019921488,0.78956014,0.13540795
998,0.08740856,0.00024826362,0.760853,0.15149015
999,0.08575011,0.00031747535,0.7573258,0.1566066
1000,0.081986144,0.0002297816,0.7528765,0.16490756
1001,0.074583925,0.00022395687,0.74015534,0.18503676
1002,0.08163173,0.00032540373,0.7243014,0.19374155
1003,0.08311527,0.00031868243,0.7502127,0.16635334
1004,0.114630304,0.0003569437,0.6905678,0.19444495
1005,0.11725436,0.00043304806,0.6964321,0.18588044
1006,0.12224652,0.00051447796,0.6863898,0.19084917
1007,0.1109245,0.00035557227,0.69915116,0.18956874
1008,0.11876389,0.00050363905,0.6752473,0.20548522
1009,0.12636521,0.0006995104,0.66006774,0.2128676
1010,0.15080036,0.000852868,0.63208437,0.21626237
1011,0.16778983,0.0010830694,0.60187775,0.22924937
1012,0.1825643,0.0013196004,0.58428144,0.23183465
1013,0.21264109,0.0013782427,0.5236863,0.26229432
1014,0.19971956,0.0013972773,0.5111041,0.28777906
1015,0.22468384,0.001723495,0.48829517,0.28529754
1016,0.23796019,0.00223985,0.4718337,0.28796625
1017,0.23035267,0.0029099784,0.46425733,0.30247998
1018,0.2266886,0.0032683492,0.45483726,0.31520587
1019,0.24878189,0.0038317314,0.43326762,0.31411877
1020,0.28834698,0.0037487654,0.37114143,0.33676276
1021,0.27296945,0.0043005426,0.37991974,0.34281024
1022,0.27098265,0.0048257923,0.35192555,0.37226593
1023,0.29755095,0.0039401525,0.2957115,0.40279743
1024,0.33836228,0.004313217,0.2788436,0.37848088
1025,0.34906805,0.0051505896,0.267577,0.37820446
1026,0.3496931,0.0057954737,0.26426563,0.38024577
1027,0.3576076,0.006174159,0.2457177,0.3905005
1028,0.37760496,0.006536386,0.22966552,0.38619316
1029,0.4081772,0.0073692026,0.21781869,0.36663485
1030,0.36245227,0.006582307,0.23044431,0.40052113
1031,0.36339292,0.007703479,0.23232377,0.3965798
1032,0.3502048,0.0092772385,0.23039007,0.41012797
1033,0.37721652,0.010464116,0.22375865,0.38856077
1034,0.4465967,0.009552638,0.18184835,0.3620024
1035,0.42118955,0.010236517,0.1778841,0.39068982
1036,0.44309896,0.0100797145,0.16407645,0.38274482
1037,0.37702817,0.010645238,0.18056343,0.43176314
1038,0.42767376,0.011373222,0.1637609,0.39719212
1039,0.4332727,0.012520749,0.15883808,0.39536843
1040,0.447695,0.01371461,0.15152198,0.38706848
1041,0.5084813,0.012715434,0.13978398,0.3390193
1042,0.4958435,0.014996709,0.14488491,0.34427488
1043,0.5077087,0.014430669,0.13243003,0.34543058
1044,0.50910795,0.01436513,0.12591809,0.35060886
1045,0.50307745,0.01629613,0.12668464,0.35394177
1046,0.48986742,0.015450084,0.11590328,0.37877926
1047,0.45988178,0.014648785,0.12177059,0.4036988
1048,0.491475,0.013043258,0.10847933,0.38700247
1049,0.49402252,0.013836327,0.1044651,0.38767606
1050,0.4864951,0.016221581,0.110973135,0.38631016
1051,0.49129242,0.016331635,0.11058762,0.38178834
1052,0.4721632,0.019819072,0.11932808,0.38868976
1053,0.45024914,0.02165743,0.11667802,0.4114155
1054,0.42511833,0.017650323,0.11076827,0.4464631
1055,0.37921965,0.015732296,0.121023566,0.48402455
1056,0.36877444,0.018386273,0.12774694,0.4850923
1057,0.35640618,0.018445615,0.12234334,0.50280493
1058,0.3734139,0.019680314,0.11591225,0.49099353
1059,0.38870937,0.01881104,0.11375763,0.47872204
1060,0.37889466,0.01903616,0.11659285,0.4854763
1061,0.37412825,0.019739674,0.113802284,0.49232984
1062,0.30688784,0.024609443,0.12825131,0.5402514
1063,0.30577317,0.026891066,0.1336,0.53373575
1064,0.265589,0.023758227,0.14505802,0.5655948
1065,0.27033353,0.020773882,0.12888408,0.5800085
1066,0.27564722,0.023157762,0.1295868,0.57160825
1067,0.27463457,0.024249712,0.124152035,0.5769637
1068,0.24023394,0.026283251,0.13075133,0.6027315
1069,0.24127738,0.030953048,0.13758484,0.59018475
1070,0.21758495,0.034544736,0.14589693,0.6019734
1071,0.16876629,0.036890905,0.15074216,0.6436006
1072,0.14543925,0.03167139,0.15828204,0.66460735
