clip,p_raw,label
1365,0.40493187,0
1366,0.7436241,0
1367,0.8697863,0
1368,0.7829956,0
1369,0.54266953,0
1370,0.09463269,0
1371,0.8786591,0
1372,0.8650506,0
1373,0.45605344,0
1374,0.09175784,0
1375,0.71715164,0
1376,0.26684317,0
1377,0.0997879,0
1378,0.14421937,0
1379,0.09718696,0
1380,0.087738775,0
1381,0.8286978,0
1382,0.88074785,0
1383,0.09689982,0
1384,0.30239412,0
1385,0.65165746,0
1386,0.76515454,0
1387,0.873071,0
1388,0.5191424,0
1389,0.14264402,0
1390,0.74633116,0
1391,0.8417502,0
1392,0.7426654,0
1393,0.8272607,0
1394,0.14456719,0
1395,0.6043296,0
1396,0.086250916,0
1397,0.23339558,0
1398,0.5156089,0
1399,0.28889182,0
1400,0.61789584,0
1401,0.08513162,0
1402,0.1352399,0
1403,0.89056313,0
1404,0.7518603,0
1405,0.71922356,0
1406,0.43137416,0
1407,0.74657094,0
1408,0.1988445,0
1409,0.13909417,0
1410,0.2977246,0
1411,0.2441552,0
1412,0.67038333,0
1413,0.45838702,0
1414,0.8785259,0
1415,0.8460732,0
1416,0.8777857,0
1417,0.7445183,0
1418,0.2553157,0
1419,0.32665023,0
1420,0.8397751,0
1421,0.43626058,0
1422,0.0963722,0
1423,0.108847186,0
1424,0.48737276,0
1425,0.071220845,0
1426,0.8618551,0
1427,0.2364323,0
1428,0.1152725,0
1429,0.23265317,0
1430,0.24247062,0
1431,0.42622957,0
1432,0.3173747,0
1433,0.5873862,0
1434,0.079332486,0
1435,0.111874685,0
1436,0.08496434,0
1437,0.35244742,0
1438,0.5465642,0
1439,0.38907358,0
1440,0.103871524,0
1441,0.23546481,0
1442,0.16804498,0
1443,0.2182732,0
1444,0.09046606,0
1445,0.3299922,0
1446,0.83879286,0
1447,0.09484467,0
1448,0.53327227,0
1449,0.096635096,0
1450,0.06735438,0
1451,0.841287,0
1452,0.7965302,0
1453,0.2711396,0
1454,0.076061845,0
1455,0.7244531,0
1456,0.13781439,0
1457,0.121284716,0
1458,0.88525313,0
1459,0.089938365,0
1460,0.8509154,0
1461,0.9045915,0
1462,0.06910952,0
1463,0.8771293,0
1464,0.8552872,0
1465,0.18875773,0
1466,0.8789183,0
1467,0.85448766,0
1468,0.11340256,0
1469,0.09254204,0
1470,0.86691254,0
1471,0.15658851,0
1472,0.074373186,0
1473,0.89642876,0
1474,0.79345024,0
1475,0.7561758,0
1476,0.15072115,0
1477,0.6726907,0
1478,0.06946259,0
1479,0.11780977,0
1480,0.28653735,0
1481,0.42929286,0
1482,0.17833216,0
1483,0.19863416,0
1484,0.6947581,0
1485,0.8672469,0
1486,0.86585414,0
1487,0.15369152,0
1488,0.6207488,0
1489,0.9162146,0
1490,0.13066763,0
1491,0.75888866,0
1492,0.10410409,0
1493,0.20335367,0
1494,0.70131695,0
1495,0.58481526,0
1496,0.08837689,0
1497,0.5692477,0
1498,0.8709765,0
1499,0.6590163,0
1500,0.8573427,0
1501,0.1390273,0
1502,0.08071622,0
1503,0.09099615,0
1504,0.0896524,0
1505,0.064982995,0
1506,0.07516958,0
1507,0.120290205,0
1508,0.69646883,0
1509,0.6275878,0
1510,0.073583364,0
1511,0.7279901,0
1512,0.749411,0
1513,0.74354386,0
1514,0.80932295,0
1515,0.10196621,0
1516,0.523704,0
1517,0.08058311,0
1518,0.63159883,0
1519,0.127709,0
1520,0.0863146,0
1521,0.8137101,0
1522,0.15433043,0
1523,0.22076702,0
1524,0.8198929,0
1525,0.74998975,0
1526,0.8023909,0
1527,0.19320278,0
1528,0.8783568,0
1529,0.80258805,0
1530,0.4452445,0
1531,0.069218785,0
1532,0.08897374,0
1533,0.40533203,0
1534,0.37844047,0
1535,0.20979427,0
1536,0.857403,0
1537,0.8756306,0
1538,0.3812703,0
1539,0.9114832,0
1540,0.3442066,0
1541,0.8543335,0
1542,0.5906408,0
1543,0.91398346,0
1544,0.14915533,0
1545,0.12300945,0
1546,0.83744156,0
1547,0.12594083,0
1548,0.10197112,0
1549,0.20162952,0
1550,0.07813595,0
1551,0.16945554,0
1552,0.19155365,0
1553,0.76805127,0
1554,0.87746865,0
1555,0.10169787,0
1556,0.2069522,0
1557,0.083590046,0
1558,0.10333029,0
1559,0.13722956,0
1560,0.8836264,0
1561,0.43201557,0
1562,0.8443581,0
1563,0.8761789,0
1564,0.11170217,0
1565,0.28401297,0
1566,0.8663404,0
1567,0.69431025,0
1568,0.11238915,0
1569,0.75556225,0
1570,0.10626884,0
1571,0.10816913,0
1572,0.12592673,0
1573,0.7398569,0
1574,0.11616646,0
1575,0.1298846,0
1576,0.09019587,0
1577,0.81023645,0
1578,0.12940761,0
1579,0.3751857,0
1580,0.08685339,0
1581,0.1066268,0
1582,0.17093411,0
1583,0.8512616,0
1584,0.72337997,0
1585,0.54768074,0
1586,0.097346395,0
1587,0.10344638,0
1588,0.39415953,0
1589,0.87579036,0
1590,0.74940896,0
1591,0.8201357,0
1592,0.31199405,0
1593,0.8859387,0
1594,0.0895584,0
1595,0.12061661,0
1596,0.08244656,0
1597,0.5622832,0
1598,0.92524284,0
1599,0.24670097,0
1600,0.08081627,0
1601,0.64174354,0
1602,0.0953828,0
1603,0.36505824,0
1604,0.8874841,0
1605,0.8792614,0
1606,0.08104922,0
1607,0.09265428,0
1608,0.79857635,0
1609,0.8626304,0
1610,0.3417898,0
1611,0.13790837,0
1612,0.80146456,0
1613,0.116525374,0
1614,0.08660582,0
1615,0.7443658,0
1616,0.27744246,0
1617,0.13948289,0
1618,0.13313183,0
1619,0.19260786,0
1620,0.13907853,0
1621,0.6789765,0
1622,0.10517154,0
1623,0.12673377,0
1624,0.19465758,0
1625,0.8063856,0
1626,0.4899664,0
1627,0.575336,0
1628,0.070453346,0
1629,0.365742,0
1630,0.7417049,0
1631,0.72697586,0
1632,0.10838522,0
1633,0.7940018,0
1634,0.09414658,0
1635,0.7437814,0
1636,0.87668604,0
1637,0.5962568,0
1638,0.13864851,0
1639,0.09813232,0
1640,0.0795637,0
1641,0.093375295,0
1642,0.8270382,0
1643,0.08603136,0
1644,0.799039,0
1645,0.064878486,0
1646,0.56594294,0
1647,0.084042706,0
1648,0.0929829,0
1649,0.26526776,0
1650,0.16991256,0
1651,0.690733,0
1652,0.6818759,0
1653,0.10973223,0
1654,0.078424364,0
1655,0.12797675,0
1656,0.58139026,0
1657,0.9012074,0
1658,0.104397625,0
1659,0.8200126,0
1660,0.75997645,0
1661,0.20361878,0
1662,0.09414128,0
1663,0.09042863,0
1664,0.09023002,0
1665,0.11586414,0
1666,0.16818167,0
1667,0.12132112,0
1668,0.16817719,0
1669,0.14058408,0
1670,0.84290403,0
1671,0.166708,0
1672,0.6091044,0
1673,0.07444593,0
1674,0.17789185,0
1675,0.19300957,0
1676,0.6251811,0
1677,0.7785704,0
1678,0.30267063,0
1679,0.21203291,0
1680,0.8115329,0
1681,0.15606269,0
1682,0.29809088,0
1683,0.89532924,0
1684,0.44228363,0
1685,0.7790165,0
1686,0.8181201,0
1687,0.13608545,0
1688,0.60286456,0
1689,0.6819983,0
1690,0.07997423,0
1691,0.88516784,0
1692,0.13089257,0
1693,0.22158653,0
1694,0.75744015,0
1695,0.10775693,0
1696,0.071208164,0
1697,0.099337906,0
1698,0.098360464,0
1699,0.49030727,0
1700,0.16632608,0
1701,0.7719688,0
1702,0.47072515,0
1703,0.7787183,0
1704,0.5050722,0
1705,0.119676374,0
1706,0.22614446,0
1707,0.14171039,0
1708,0.18934207,0
1709,0.7949147,0
1710,0.076621756,0
1711,0.6805375,0
1712,0.7475989,0
1713,0.9112337,0
1714,0.14982294,0
1715,0.2603305,0
1716,0.68840814,0
1717,0.37815082,0
1718,0.37754795,0
1719,0.9006807,0
1720,0.10420188,0
1721,0.13400324,0
1722,0.097522415,0
1723,0.8149644,0
1724,0.06577745,0
1725,0.77795637,0
1726,0.2365336,0
1727,0.11113,0
1728,0.09356978,0
1729,0.06930392,0
1730,0.09822218,0
1731,0.87696403,0
1732,0.07101485,0
1733,0.08720115,0
1734,0.102970086,0
1735,0.5649474,0
1736,0.07524777,0
1737,0.19821982,0
1738,0.07353186,0
1739,0.14581703,0
1740,0.6076902,0
1741,0.24607119,0
1742,0.89017636,0
1743,0.097119205,0
1744,0.09991974,0
1745,0.11936276,0
1746,0.12230566,0
1747,0.25844836,0
1748,0.24497513,0
1749,0.12318729,0
1750,0.17070574,0
1751,0.8594886,0
1752,0.5913688,0
1753,0.067353055,0
1754,0.08442924,0
1755,0.06759109,0
1756,0.8570872,0
1757,0.15632072,0
1758,0.06430373,0
1759,0.22281161,0
1760,0.06908259,0
1761,0.1204428,0
1762,0.27498594,0
1763,0.06419958,0
1764,0.06597043,0
1765,0.19162333,0
1766,0.83800596,0
1767,0.51803094,0
1768,0.761577,0
1769,0.85372466,0
1770,0.07164459,0
1771,0.42649296,0
1772,0.111185,0
1773,0.09455965,0
1774,0.086818375,0
1775,0.2680392,0
1776,0.093732715,0
1777,0.45960006,0
1778,0.7748037,0
1779,0.11129105,0
1780,0.09053479,0
1781,0.22946538,0
1782,0.8860558,0
1783,0.76539874,0
1784,0.11184783,0
1785,0.586726,0
1786,0.091685876,0
1787,0.091663316,0
1788,0.9258148,0
1789,0.870645,0
1790,0.05739711,0
1791,0.08969995,0
1792,0.1251315,0
1793,0.8630779,0
1794,0.39248106,0
1795,0.81220937,0
1796,0.08185595,0
1797,0.17935237,0
1798,0.309028,0
1799,0.10050778,0
1800,0.072492965,0
1801,0.6678573,0
1802,0.07833151,0
1803,0.100689285,0
1804,0.8150986,0
1805,0.08784097,0
1806,0.17538044,0
1807,0.8072677,0
1808,0.116792336,0
1809,0.76471204,0
1810,0.12773463,0
1811,0.8076477,0
1812,0.09176986,0
1813,0.088164285,0
1814,0.09690738,0
1815,0.10814901,0
1816,0.6082924,0
1817,0.5367785,0
1818,0.098085634,0
1819,0.08842361,0
1820,0.5487578,0
1821,0.22776894,0
1822,0.4518622,0
1823,0.12883316,0
1824,0.14265688,0
1825,0.26103532,0
1826,0.72224855,0
1827,0.84435636,0
1828,0.7710961,0
1829,0.11845703,0
1830,0.1195399,0
1831,0.57834893,0
1832,0.10255178,0
1833,0.22326182,0
1834,0.8167745,0
1835,0.11805602,0
1836,0.07827191,0
1837,0.63399273,0
1838,0.8515223,0
1839,0.28704548,0
1840,0.7433397,0
1841,0.15794703,0
1842,0.09754012,0
1843,0.10851506,0
1844,0.105882,0
1845,0.40965402,0
1846,0.07360818,0
1847,0.083226025,0
1848,0.11157861,0
1849,0.30740818,0
1850,0.06718677,0
1851,0.079804,0
1852,0.8367926,0
1853,0.38482234,0
1854,0.7936964,0
1855,0.08237183,0
1856,0.41844928,0
1857,0.5924255,0
1858,0.089662224,0
1859,0.7110159,0
1860,0.5309974,0
1861,0.07778422,0
1862,0.10619493,0
1863,0.31443983,0
1864,0.09108467,0
1865,0.85643345,0
1866,0.14299326,0
1867,0.1387064,0
1868,0.20357338,0
1869,0.090311974,0
1870,0.09147543,0
1871,0.07659128,0
1872,0.16643669,0
1873,0.067299396,0
1874,0.8952188,0
1875,0.10351559,0
1876,0.5444801,0
1877,0.8594984,0
1878,0.10732587,0
1879,0.92493355,0
1880,0.2656836,0
1881,0.101819344,0
1882,0.0904497,0
1883,0.10219043,0
1884,0.09927584,0
1885,0.08059063,0
1886,0.14521,0
1887,0.28408882,0
1888,0.8452563,0
1889,0.4245945,0
1890,0.134154,0
1891,0.06717028,0
1892,0.5117175,0
1893,0.108766496,0
1894,0.27945367,0
1895,0.6753085,0
1896,0.31721514,0
1897,0.10345879,0
1898,0.7646483,0
1899,0.085060775,0
1900,0.086813435,0
1901,0.54594994,0
1902,0.85277486,0
1903,0.18648846,0
1904,0.84520465,0
1905,0.1576336,0
1906,0.54163957,0
1907,0.39879042,0
1908,0.086509824,0
1909,0.11098445,0
1910,0.5768671,0
1911,0.6366506,0
1912,0.08940368,0
1913,0.077579044,0
1914,0.06226812,0
1915,0.8799345,0
1916,0.1399967,0
1917,0.10484481,0
1918,0.89571375,0
1919,0.7604942,0
1920,0.10326991,0
1921,0.33142838,0
1922,0.099006206,0
1923,0.74377555,0
1924,0.11887234,0
1925,0.7839583,0
1926,0.42675036,0
1927,0.84759533,0
1928,0.09782102,0
1929,0.44292992,0
1930,0.14550993,0
1931,0.2475451,0
1932,0.4395741,0
1933,0.111641385,0
1934,0.08688012,0
1935,0.054267835,0
1936,0.1144518,0
1937,0.15111546,0
1938,0.77443415,0
1939,0.096164845,0
1940,0.2100805,0
1941,0.10731958,0
1942,0.0628878,0
1943,0.15560348,0
1944,0.09350289,0
1945,0.15980998,0
1946,0.1229937,0
1947,0.085262954,0
1948,0.7991997,0
1949,0.42390355,0
1950,0.1324344,0
1951,0.9080301,0
1952,0.18733338,0
1953,0.29767594,0
1954,0.09993238,0
1955,0.09731435,0
1956,0.74995154,0
1957,0.8761348,0
1958,0.089309484,0
1959,0.8416668,0
1960,0.10684584,0
1961,0.5906112,0
1962,0.13173285,0
1963,0.13298354,0
1964,0.084140055,0
1965,0.46755382,0
1966,0.0766627,0
1967,0.5231643,0
1968,0.22280934,0
1969,0.07877465,0
1970,0.16938826,0
1971,0.8129819,0
1972,0.11359807,0
1973,0.08938378,0
1974,0.7984337,0
1975,0.07252017,0
1976,0.07467239,0
1977,0.074205585,0
1978,0.10980241,0
1979,0.07216558,0
1980,0.07229429,0
1981,0.0991464,0
1982,0.7961406,0
1983,0.09092945,0
1984,0.07566819,0
1985,0.21658486,0
1986,0.10617402,0
1987,0.91365856,0
1988,0.09467742,0
1989,0.078691825,0
1990,0.12421388,0
1991,0.08686309,0
1992,0.66182834,0
1993,0.074068025,0
1994,0.16044812,0
1995,0.8707173,0
1996,0.4814213,0
1997,0.15046273,0
1998,0.5846407,0
1999,0.14993244,0
2000,0.26596054,0
2001,0.10792709,0
2002,0.06999123,0
2003,0.07386797,0
2004,0.4731879,0
2005,0.23397155,0
2006,0.11878064,0
2007,0.2354865,0
2008,0.09135665,0
2009,0.48219708,0
2010,0.18917732,0
2011,0.7710846,0
2012,0.26020566,0
2013,0.65210915,0
2014,0.15001981,0
2015,0.10634397,0
2016,0.07815976,0
2017,0.14976797,0
2018,0.13636573,0
2019,0.5354081,0
2020,0.1136443,0
2021,0.14398031,0
2022,0.4512531,0
2023,0.16074981,0
2024,0.17971446,0
2025,0.083109766,0
2026,0.10494548,0
2027,0.088254094,0
2028,0.14650384,0
2029,0.61547405,0
2030,0.35174003,0
2031,0.8253673,0
2032,0.096439,0
2033,0.08695153,0
2034,0.63139504,0
2035,0.446927,0
2036,0.08303698,0
2037,0.60813653,0
2038,0.07203811,0
2039,0.4734535,0
2040,0.07714412,0
2041,0.10394663,0
2042,0.6172133,0
2043,0.1284309,0
2044,0.31272608,0
2045,0.1087423,0
2046,0.05486274,0
2047,0.08285359,0
2048,0.06048208,0
2049,0.77396566,0
2050,0.08016363,0
2051,0.16205536,0
2052,0.5114137,0
2053,0.11490134,0
2054,0.07962036,0
2055,0.09953699,0
2056,0.07265964,0
2057,0.7099246,0
2058,0.15812622,0
2059,0.81337345,0
2060,0.8677306,0
2061,0.7096082,0
2062,0.1287291,0
2063,0.663876,0
2064,0.06958702,0
2065,0.8921649,0
2066,0.11470842,0
2067,0.1087899,0
2068,0.25248286,0
2069,0.62641054,0
2070,0.08593409,0
2071,0.06647524,0
2072,0.08666231,0
2073,0.08646963,0
2074,0.19642663,0
2075,0.11859114,0
2076,0.444647,0
2077,0.13056065,0
2078,0.12984604,0
2079,0.08526809,0
2080,0.8618908,0
2081,0.7584052,0
2082,0.11460049,0
2083,0.27853355,0
2084,0.15500891,0
2085,0.13963427,0
2086,0.16248216,0
2087,0.09378157,0
2088,0.08089544,0
2089,0.1160143,0
2090,0.08266512,0
2091,0.07474775,0
2092,0.0757176,0
2093,0.06655085,0
2094,0.0645815,0
2095,0.45144364,0
2096,0.09173763,0
2097,0.20010832,0
2098,0.8818313,0
2099,0.0962416,0
2100,0.07633042,0
2101,0.09788304,0
2102,0.08411892,0
2103,0.14985655,0
2104,0.20886746,0
2105,0.10288145,0
2106,0.098813765,0
2107,0.07446729,0
2108,0.09652236,0
2109,0.84801793,0
2110,0.12357734,0
2111,0.08971696,0
2112,0.63255817,0
2113,0.084666386,0
2114,0.90017265,0
2115,0.29469663,0
2116,0.054443818,0
2117,0.62123275,0
2118,0.56171525,0
2119,0.099913076,0
2120,0.77469224,0
2121,0.12592727,0
2122,0.44206166,0
2123,0.15776579,0
2124,0.2943715,0
2125,0.10330237,0
2126,0.8512948,0
2127,0.44697997,0
2128,0.09966567,0
2129,0.6205607,0
2130,0.06980881,0
2131,0.15664913,0
2132,0.15286416,0
2133,0.8005009,0
2134,0.11123103,0
2135,0.082119465,0
2136,0.119716346,0
2137,0.09434761,0
2138,0.19923784,0
2139,0.5300393,0
2140,0.46646485,0
2141,0.096612036,0
2142,0.1321704,0
2143,0.09679022,0
2144,0.07060678,0
2145,0.7402392,0
2146,0.12673597,0
2147,0.8207202,0
2148,0.5709826,0
2149,0.1464408,0
2150,0.07650757,0
2151,0.1371145,0
2152,0.06478888,0
2153,0.12361167,0
2154,0.455926,0
2155,0.12788813,0
2156,0.08830335,0
2157,0.08676845,0
2158,0.25740984,0
2159,0.88871664,0
2160,0.9183311,0
2161,0.10624603,0
2162,0.87494737,0
2163,0.055848695,0
2164,0.25122672,0
2165,0.099504985,0
2166,0.81651825,0
2167,0.7965708,0
2168,0.8039456,0
2169,0.1739803,0
2170,0.25476864,0
2171,0.40920287,0
2172,0.068162195,0
2173,0.07415387,0
2174,0.5123215,0
2175,0.08091582,0
2176,0.071782954,0
2177,0.09295073,0
2178,0.12646042,0
2179,0.15826535,0
2180,0.105268456,0
2181,0.13667127,0
2182,0.35447502,0
2183,0.15354177,0
2184,0.16947246,0
2185,0.10772952,0
2186,0.069928944,0
2187,0.11293074,0
2188,0.07158451,0
2189,0.074555464,0
2190,0.73698527,0
2191,0.14818667,0
2192,0.48734188,0
2193,0.0947575,0
2194,0.08561549,0
2195,0.22045979,0
2196,0.47640866,0
2197,0.084486514,0
2198,0.15138856,0
2199,0.49664715,0
2200,0.0815859,0
2201,0.08964319,0
2202,0.11019061,0
2203,0.5190601,0
2204,0.1342805,0
2205,0.16460852,0
2206,0.10132115,0
2207,0.08016269,0
2208,0.067128286,0
2209,0.605059,0
2210,0.11562854,0
2211,0.07881538,0
2212,0.25092372,0
2213,0.14864244,0
2214,0.8099922,0
2215,0.1259455,0
2216,0.73305124,0
2217,0.083068535,0
2218,0.07817594,0
2219,0.48812795,0
2220,0.5748332,0
2221,0.09850766,0
2222,0.8321813,0
2223,0.4335599,0
2224,0.8785935,0
2225,0.8068737,0
2226,0.93454474,0
2227,0.08148598,0
2228,0.8763317,0
2229,0.19452542,0
2230,0.0783179,0
2231,0.7685993,0
2232,0.06840017,0
2233,0.09792548,0
2234,0.8601195,0
2235,0.71364325,0
2236,0.8359273,0
2237,0.082699515,0
2238,0.08881464,0
2239,0.8832846,0
2240,0.49317932,0
2241,0.07281433,0
2242,0.07200798,0
2243,0.87588817,0
2244,0.29289177,0
2245,0.54650426,0
2246,0.6745271,0
2247,0.45394596,0
2248,0.093477555,0
2249,0.069340445,0
2250,0.83404624,0
2251,0.087504625,0
2252,0.13577549,0
2253,0.17042442,0
2254,0.37811098,0
2255,0.8716114,0
2256,0.07828364,0
2257,0.6713685,0
2258,0.1183342,0
2259,0.07984704,0
2260,0.34839746,0
2261,0.8233954,0
2262,0.6658251,0
2263,0.10580212,0
2264,0.076045856,0
2265,0.14572205,0
2266,0.07322921,0
2267,0.0710936,0
2268,0.082919605,0
2269,0.89619595,0
2270,0.06755069,0
2271,0.09370627,0
2272,0.9234873,0
2273,0.39604053,0
2274,0.8861574,0
2275,0.7484881,0
2276,0.13097519,0
2277,0.4213629,0
2278,0.1310763,0
2279,0.07134617,0
2280,0.21931542,0
2281,0.08723926,0
2282,0.19068897,0
2283,0.06682152,0
2284,0.09997325,0
2285,0.6251753,0
2286,0.13837019,0
2287,0.13670321,0
2288,0.12299577,0
2289,0.5174706,0
2290,0.08746598,0
2291,0.07981983,0
2292,0.5728887,0
2293,0.77378297,0
2294,0.84697646,0
2295,0.12736695,0
2296,0.08827814,0
2297,0.6791411,0
2298,0.18207829,0
2299,0.07307207,0
2300,0.07836277,0
2301,0.099628404,0
2302,0.077922344,0
2303,0.6467463,0
2304,0.09650729,0
2305,0.10549192,0
2306,0.09516139,0
2307,0.14107564,0
2308,0.08691659,0
2309,0.08859365,0
2310,0.08156979,0
2311,0.70405334,0
2312,0.0758028,0
2313,0.05450213,0
2314,0.5441156,0
2315,0.7800214,0
2316,0.46714714,0
2317,0.088058844,0
2318,0.06687576,0
2319,0.07512874,0
2320,0.77573967,0
2321,0.08149415,0
2322,0.06869605,0
2323,0.5504847,0
2324,0.07688809,0
2325,0.10884339,0
2326,0.464564,0
2327,0.24794684,0
2328,0.14745298,0
2329,0.106661975,0
2330,0.83277273,0
2331,0.9032383,0
2332,0.06734189,0
2333,0.06664819,0
2334,0.15859778,0
2335,0.78805995,0
2336,0.51047236,0
2337,0.7977779,0
2338,0.07560672,0
2339,0.06267411,0
2340,0.29317686,0
2341,0.26041025,0
2342,0.078430675,0
2343,0.13287397,0
2344,0.80803883,0
2345,0.11489909,0
2346,0.06846511,0
2347,0.08514129,0
2348,0.82773703,0
2349,0.8813629,0
2350,0.3563917,0
2351,0.08836977,0
2352,0.13638535,0
2353,0.841558,0
2354,0.078428395,0
2355,0.12896134,0
2356,0.114618085,0
2357,0.07734948,0
2358,0.84306663,0
2359,0.089891486,0
2360,0.11813958,0
2361,0.08035775,0
2362,0.8694239,0
2363,0.055871453,0
2364,0.91267174,0
2365,0.79027724,0
2366,0.5278559,0
2367,0.9319502,0
2368,0.08496961,0
2369,0.07559282,0
2370,0.07733291,0
2371,0.1286825,0
2372,0.5866533,0
2373,0.57547873,0
2374,0.07737493,0
2375,0.13075998,0
2376,0.6278673,0
2377,0.78880566,0
2378,0.87948406,0
2379,0.10116001,0
2380,0.878349,0
2381,0.75055057,0
2382,0.8111335,0
2383,0.6432164,0
2384,0.07699587,0
2385,0.29304823,0
2386,0.14979184,0
2387,0.10017918,0
2388,0.07376233,0
2389,0.8878585,0
2390,0.0889016,0
2391,0.12913944,0
2392,0.73624784,0
2393,0.8813928,0
2394,0.607402,0
2395,0.101414084,0
2396,0.89885813,1
2397,0.7728297,1
2398,0.90274036,1
2399,0.9071995,1
2400,0.8563516,1
2401,0.8244846,1
2402,0.075060755,1
2403,0.8836293,1
2404,0.89733195,1
2405,0.087863676,1
2406,0.6804699,1
2407,0.1054648,1
2408,0.801665,1
2409,0.39521214,1
2410,0.087575465,1
2411,0.19894877,1
2412,0.07263215,1
2413,0.23555352,1
2414,0.86662817,1
2415,0.7901439,1
2416,0.90891504,1
2417,0.91467243,1
2418,0.83809865,1
2419,0.8936636,1
2420,0.90730536,1
2421,0.90985686,1
2422,0.83758414,1
2423,0.8841053,1
2424,0.89407694,1
2425,0.8095548,1
2426,0.66144186,1
2427,0.09199207,0
2428,0.86203814,0
2429,0.82453614,0
2430,0.78993595,0
2431,0.8947573,0
2432,0.41144672,0
2433,0.15240245,0
2434,0.91660523,0
2435,0.095735036,0
2436,0.86501986,0
2437,0.74492186,0
2438,0.8332356,0
2439,0.09838199,0
2440,0.8962697,0
2441,0.12645105,0
2442,0.113283515,0
2443,0.13119581,0
2444,0.8468439,0
2445,0.54738235,0
2446,0.14371869,0
2447,0.119536646,0
2448,0.3583246,0
2449,0.10306901,0
2450,0.13439733,0
2451,0.7751256,0
2452,0.17352666,0
2453,0.1260606,0
2454,0.077610366,0
2455,0.11855644,0
2456,0.12538652,0
2457,0.10286549,0
2458,0.1524161,0
2459,0.18103254,0
2460,0.28519666,0
2461,0.8099844,0
2462,0.15222722,0
2463,0.107167214,0
2464,0.08624889,0
2465,0.075352415,0
2466,0.3630656,0
2467,0.1470783,0
2468,0.49128047,0
2469,0.084157564,0
2470,0.72279984,0
2471,0.121359624,0
2472,0.107418,0
2473,0.8269784,0
2474,0.41211414,0
2475,0.07869348,0
2476,0.07945253,0
2477,0.7153377,0
2478,0.11907649,0
2479,0.11907536,0
2480,0.13619472,0
2481,0.17046216,0
2482,0.098654225,0
2483,0.086492494,0
2484,0.094564274,0
2485,0.09950347,0
2486,0.056106605,0
2487,0.088569224,0
2488,0.112473235,0
2489,0.073789544,0
2490,0.13249508,0
2491,0.11735066,0
2492,0.076988496,0
2493,0.40762496,0
2494,0.12762277,0
2495,0.09060636,0
2496,0.08599405,0
2497,0.06636577,0
2498,0.0780724,0
2499,0.16138814,0
2500,0.8481168,0
2501,0.097109035,0
2502,0.124733426,0
2503,0.086392514,0
2504,0.11937326,0
2505,0.07913763,0
2506,0.076735206,0
2507,0.070568234,0
2508,0.07435999,0
2509,0.08263038,0
2510,0.0930568,0
2511,0.0883952,0
2512,0.11201598,0
2513,0.15127967,0
2514,0.09546156,0
2515,0.11321107,0
2516,0.098996,0
2517,0.11692366,0
2518,0.06255559,0
2519,0.10178202,0
2520,0.09634779,0
2521,0.21575837,0
2522,0.1189212,0
2523,0.10556065,0
2524,0.18972105,0
2525,0.11253815,0
2526,0.12816674,0
2527,0.15219392,0
2528,0.093672596,0
2529,0.08790495,0
2530,0.15029708,0
2531,0.103570305,0
2532,0.111939244,0
2533,0.08878564,0
2534,0.101446,0
2535,0.112684995,0
2536,0.09124637,0
2537,0.13574128,0
2538,0.10363659,0
2539,0.12015882,0
2540,0.18491322,0
2541,0.09495779,0
2542,0.08654538,0
2543,0.1975666,0
2544,0.061646063,0
2545,0.105393544,0
2546,0.0913196,0
2547,0.17972954,0
2548,0.111232385,0
2549,0.06988963,0
2550,0.092426196,0
2551,0.07243843,0
2552,0.41218752,0
2553,0.1794062,0
2554,0.0852016,0
2555,0.07838536,0
2556,0.103583,0
2557,0.07758039,0
2558,0.110730454,0
2559,0.07258469,0
2560,0.09174638,0
2561,0.104415014,0
2562,0.094299585,0
2563,0.0791277,0
2564,0.07475074,0
2565,0.09040535,0
2566,0.08862591,0
2567,0.09423257,0
2568,0.10952855,0
2569,0.10228662,0
2570,0.16755968,0
2571,0.14220773,0
2572,0.07679614,0
2573,0.11139247,0
2574,0.06817785,0
2575,0.068319455,0
2576,0.18885776,0
2577,0.7418151,0
2578,0.07412045,0
2579,0.06322369,0
2580,0.101089306,0
2581,0.16596432,0
2582,0.09649158,0
2583,0.12750088,0
2584,0.075601354,0
2585,0.073129304,0
2586,0.51947045,0
2587,0.1262517,0
2588,0.823147,0
2589,0.18787338,0
2590,0.13612196,0
2591,0.21465813,0
2592,0.6553539,0
2593,0.18050559,0
2594,0.16975364,0
2595,0.100618884,0
2596,0.33975175,0
2597,0.07756376,0
2598,0.07349243,0
2599,0.11018939,0
2600,0.18162645,0
2601,0.095472276,0
2602,0.087607704,0
2603,0.078997634,0
2604,0.8941003,0
2605,0.061525956,0
2606,0.14872362,0
2607,0.1315985,0
2608,0.32820067,0
2609,0.12812145,0
2610,0.086287044,0
2611,0.07587901,0
2612,0.13697806,0
2613,0.08513989,0
2614,0.07323977,0
2615,0.121543765,0
2616,0.09274989,0
2617,0.08492083,0
2618,0.0918277,0
2619,0.13612396,0
2620,0.07668127,0
2621,0.12439538,0
2622,0.06787613,0
2623,0.08728959,0
2624,0.262599,0
2625,0.10053593,0
2626,0.066843666,0
2627,0.11245199,0
2628,0.08069159,0
2629,0.07547392,0
2630,0.13115858,0
2631,0.072065406,0
2632,0.108334795,0
2633,0.11943009,0
2634,0.06557947,0
2635,0.08873098,0
2636,0.07546873,0
2637,0.09331348,0
2638,0.12086918,0
2639,0.23024894,0
